ID,Type,Name,Jursidiction,Region,Cluster,Jurisdiction Groups,Year Start,Year End,Name Status,Name Change Year,Number of name changes,Additional types,Central node,Note,Source,Source 2,Source 3,Longitude,Latitude
426,Individual,Mark Dowd,,,Azimuth,None,2008,2008,Unchanged,,,,Azimuth Security ,co-founder,https://www.l3harris.com/all-capabilities/trenchant,https://opencorporates.com/companies/au/141714061,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchText=141714061&searchType=OrgAndBusNm&_adf.ctrl-state=fkb9ywzcb_15,,
427,Individual,John McDonald,,,Azimuth,None,2008,2008,Unchanged,,,,Azimuth Security ,co-founder,https://www.l3harris.com/all-capabilities/trenchant,https://opencorporates.com/companies/au/141714061,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchText=141714061&searchType=OrgAndBusNm&_adf.ctrl-state=fkb9ywzcb_15,,
428,Investor,L3Harris,United States,North America,Azimuth,None,2018,2019,Unchanged,,,,Azimuth Security ,L3Harris aquires Azimuth and Linchpin Labs in 2018,https://www.businesswire.com/news/home/20180831005227/en/L3-Completes-Acquisition-of-Azimuth-Security-and-Linchpin-Labs,https://www.businesswire.com/news/home/20180711005079/en/L3-Strengthens-Intelligence-Collection-Surveillance-Capabilities-Cyber,https://www.govconwire.com/2018/07/l3-to-buy-cyber-firms-linchpin-labs-azimuth-security-for-200m-christopher-kubasik-comments/,-77.032,38.8895
429,Investor,L3Harris Technologies,United States,North America,Azimuth,None,2019,2023,Unchanged,,,,Azimuth Security ,Name change from L3Harris to L3Harris Technologies ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000202058&owner=exclude&count=40,https://opencorporates.com/companies/us_de/2730986,,-77.032,38.8895
430,Supplier,PARS Defense,Turkey,Europe and Eurasia,PARS Defense,None,2021,2023,Unchanged,,,,PARS Defense,Zero-day exploit broker; hacker for hire founder,"https://www.intelligenceonline.com/surveillance--interception/2024/02/15/pars-defense-turkey-s-zero-day-champion,110159845-art",https://grahamcluley.com/was-this-the-man-who-hacked-apples-developer-center/,https://storage.googleapis.com/gweb-uniblog-publish-prod/documents/Buying_Spying_-_Insights_into_Commercial_Surveillance_Vendors_-_TAG_report.pdf,32.3606,39.7153
431,Individual,Ibrahim Baliç,,,PARS Defense,None,2021,2023,Unchanged,,,,PARS Defense,Founder ,"https://www.intelligenceonline.com/surveillance--interception/2024/02/15/pars-defense-turkey-s-zero-day-champion,110159845-art",https://grahamcluley.com/was-this-the-man-who-hacked-apples-developer-center/,,,
432,Vendor,DataForense s.r.l,Italy,Europe and Eurasia,Dataforense,Italy,2013,2023,Unchanged,,,,DataForense s.r.l,"spyware product Aremite/Spyrtacus system allows users to extract data from a phone running android or IOS; now ""in liquidation"" per the EU registry ","https://www.intelligenceonline.com/surveillance--interception/2022/03/03/sio-follows-european-cyber-offensive-consolidation-trend-with-asingit-acquisition,109737657-art",https://www.creditsafe.com/business-index/nl-nl/company/dataforense-srl-in-liquidazione-it04531750,https://e-justice.europa.eu/489/EN/business_registers__search_for_a_company_in_the_eu,12.4823,41.8955
433,Individual,Annunziata Cirillo,,,Dataforense,Italy,2022,2023,Unchanged,,,,DataForense s.r.l,CEO ,"https://www.intelligenceonline.com/surveillance--interception/2022/03/03/sio-follows-european-cyber-offensive-consolidation-trend-with-asingit-acquisition,109737657-art",https://www.creditsafe.com/business-index/nl-nl/company/dataforense-srl-in-liquidazione-it04531750,,,
434,Vendor,Dataflow Security s.r.l.,Italy,Europe and Eurasia,Dataflow Security DFSEC ,Italy,2020,2023,Unchanged,,,,Dataflow Security s.r.l.,0-day exploit broker,https://italianbusinessregister.it/en_US/company-detail?p_p_id=risultatiricercaimprese_WAR_ricercaPIportlet&p_p_lifecycle=0&p_p_state=normal&_risultatiricercaimprese_WAR_ricercaPIportlet_view=%2Frisultatiricercagratuita%2Fdettaglio_impresa.jsp&_risultatiricercaimprese_WAR_ricercaPIportlet_pageToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3MTQyMzk4OTMsImNvdW50IjoyNTB9.HaHZiXb9QRHw4lpuX0gqbTQ_FQV1CPsO5ez6ILd-reU,https://dfsec.com/,https://theorg.com/org/dataflow-security/org-chart/ofer-cohen,12.4823,41.8955
435,Subsidiary,Dataflow Forensics,United States,North America,Dataflow Security DFSEC ,Italy,2022,2023,Unchanged,,,,Dataflow Security s.r.l.,Defensive Cyber Ops,https://dfsec.com/,"https://www.intelligenceonline.com/surveillance--interception/2022/10/27/dataflow-security-sets-up-new-forensics-company-in-new-york,109839003-art",https://opencorporates.com/companies/us_ny/6616280,-77.032,38.8895
436,Partner,Dataflow Security Spain SL,Spain,Europe and Eurasia,Dataflow Security DFSEC ,Italy,2022,2023,Unchanged,,,,Dataflow Security s.r.l.,,"https://www.northdata.com/Dataflow+Security+Spain+SL,+Madrid/NIF+B10866671",,,-3.70327,40.4167
437,Subsidiary,Random Research,Israel,Middle East and North Africa,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,"Co-founded by Ofer Cohen (also founder of Dataflow Security s.r.l); hebrew name: רנדום מחקר בע""מ","https://www.intelligenceonline.com/surveillance--interception/2023/11/02/assured-information-security-s-cyber-contract-renewed-ofer-cohen-launches-israeli-firm-brian-katz-into-private-sector,110083925-art",https://opencorporates.com/companies/il/516847472,,35.2035,31.7717
438,Individual,Ofer Cohen,,,Dataflow Security DFSEC ,Italy,2022,2023,Unchanged,,,,Dataflow Security s.r.l.,Co-founder ,https://theorg.com/org/dataflow-security/org-chart/ofer-cohen,,,,
439,Individual,Jonathan Levin,,,Dataflow Security DFSEC ,Italy,2022,2023,Unchanged,,,,Dataflow Security s.r.l.,Co-founder and CTO,https://opencorporates.com/companies/us_ny/6616280,,,,
440,Individual,John Aakerblom,,,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l., Co-founder Chief R&D Officer ,https://opencorporates.com/companies/us_ny/6616280,,,,
441,Individual,Andrea Todesco,,,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,"Andrea Todesco, Director","https://www.northdata.com/Dataflow+Security+Spain+SL,+Madrid/NIF+B10866671",,,,
442,Individual,Federica Marin,,,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,Officer,"https://www.northdata.com/Dataflow+Security+Spain+SL,+Madrid/NIF+B10866671",,,,
443,Individual,Paolo Ronco,,,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,Officer,"https://www.northdata.com/Dataflow+Security+Spain+SL,+Madrid/NIF+B10866671",,,,
444,Individual,Jonathan Shuman,,,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,Jonathan Shuman Director of Business Development; former NSO Group ,https://italianbusinessregister.it/en_US/company-detail?p_p_id=risultatiricercaimprese_WAR_ricercaPIportlet&p_p_lifecycle=0&p_p_state=normal&_risultatiricercaimprese_WAR_ricercaPIportlet_view=%2Frisultatiricercagratuita%2Fdettaglio_impresa.jsp&_risultatiricercaimprese_WAR_ricercaPIportlet_pageToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3MTQyMzk4OTMsImNvdW50IjoyNTB9.HaHZiXb9QRHw4lpuX0gqbTQ_FQV1CPsO5ez6ILd-reU,https://dfsec.com/,https://e-justice.europa.eu/brisCompanyDetails.do?correlationId=97658cb5-6165-46c9-9ea0-a37e2e04957d,,
445,Investor,Banca del Mezzogiorno MedioCredito Centrale S.p.A.,Italy,Europe and Eurasia,Dataflow Security DFSEC ,Italy,2023,2023,Unchanged,,,,Dataflow Security s.r.l.,"2,500,000.00 EUR financial support from the Italian government in the form of loan gaurantees; this bank is controlled by Invitalia S.p.A which is owned by the Italian Ministry of the Economy ",https://www.northdata.com/?id=5946115790209024,,,12.4823,41.8955
446,Vendor,DSIRF GmbH,Austria,Europe and Eurasia,DSIRF,None,2016,2023,Unchanged,,,,DSIRF GmbH,Spyware name is Subzero,https://netzpolitik.org/2021/dsirf-wir-enthuellen-den-staatstrojaner-subzero-aus-oesterreich/,,,16.3798,48.2201
447,Subsidiary,MLS Machine Learning Solutions (Austria),Austria,Europe and Eurasia,DSIRF,None,2019,2023,Unchanged,,,,DSIRF GmbH,Invested in by SPCS Investments in 2019,"https://www.northdata.com/MLS+Machine+Learning+Solutions+GmbH,+Wien/521402v",https://www.derstandard.at/story/2000138083279/die-spionage-software-und-die-ehrwuerdige-stiftung-eine-raetselhafte-zusammenarbeit,,16.3798,48.2201
448,Subsidiary,MLS Machine Learning Solutions (Spain),Spain,Europe and Eurasia,DSIRF,None,2023,2023,Unchanged,,,,DSIRF GmbH,,"https://www.intelligenceonline.com/surveillance--interception/2023/08/28/targeted-for-russian-ties-cyber-intelligence-firm-dsirf-shuts-up-shop,110036360-art",,,-3.70327,40.4167
449,Individual,Stefan Gesselbauer,,,DSIRF,None,2023,2023,Unchanged,,,,DSIRF GmbH,"Founder of DSIRF, and former board of the German chamber of commerece in Russi; name in german Gesellschaft mit beschränkter Haftung","https://www.northdata.com/MLS+Machine+Learning+Solutions+GmbH,+Wien/521402v",,,,
450,Individual,Julian Thomas Erdödy,,,DSIRF,None,2020,2020,Unchanged,,,,DSIRF GmbH,Head of the firm in 2020,"https://www.intelligenceonline.com/surveillance--interception/2022/11/16/under-pressure-austrian-cybersecurity-firm-dsirf-overhauls-management,109865194-art",,,,
451,Holding Company,DSIRF Decision Supporting Information Research and Forensic Ltd,Switzerland,Europe and Eurasia,DSIRF,None,2016,2023,Unchanged,,,,DSIRF GmbH,,https://opencorporates.com/statements/393004050,"https://www.northdata.com/DSIRF+Decision+Supporting+Information+Research+and+Forensic+AG,+Neuheim/CHE-374.618.200",,7.44821,46.948
452,Investor,Deep Dive Research AG,Liechtenstein,Europe and Eurasia,DSIRF,None,2019,2022,Unchanged,,,,DSIRF GmbH,Parent company of DSR Decision Supporting Information Research Forensic GmBh,"https://www.northdata.com/Deep+Dive+Research+Lab+AG,+Schaan/FL-0002.576.355-2",,,9.52148,47.1411
453,Investor,DSR Decision Supporting Information Research Forensic GmBh,Austria,Europe and Eurasia,DSIRF,None,2019,2023,Unchanged,,,,DSIRF GmbH,Parent company of DSIRF GmbH,"https://www.intelligenceonline.com/surveillance--interception/2023/08/28/targeted-for-russian-ties-cyber-intelligence-firm-dsirf-shuts-up-shop,110036360-art","https://www.northdata.com/DSR+Decision+Supporting+Information+Research+Forensic+GmbH,+Wien/516535k",,16.3798,48.2201
454,Individual,Aleksey Vyacheslavovich Andreyev,,,Positive Technologies AO,None,1998,2023,Unchanged,,,,Positive Technologies (Russia),"Director, MD-Research & Development of Positive Group PJSC",https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes#subnav,,,,
455,Individual,Boris Borisovich Simis,,,Positive Technologies AO,None,1998,2023,Unchanged,,,,Positive Technologies (Russia),Director & Deputy CEO–Business Development of Positive Group PJSC,https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes#subnav,,,,
456,Individual,Andrey Kuzin ,,,Positive Technologies AO,None,1998,2023,Unchanged,,,,Positive Technologies (Russia),Operations Director of Positive Group PJSC,https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes#subnav,,,,
